AnimationName,Timestamp,Root_P_x_0,Root_P_z_0,Root_F_x_0,Root_F_z_0,Root_P_x_1,Root_P_z_1,Root_F_x_1,Root_F_z_1,Root_P_x_2,Root_P_z_2,Root_F_x_2,Root_F_z_2,Root_P_x_3,Root_P_z_3,Root_F_x_3,Root_F_z_3,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
Left180_1,0.2888223,0.001479906,0.07857434,-0.2384613,0.6432874,-0.03600473,0.1891693,-0.4652057,0.5042481,-0.06406251,0.238652,-0.6206632,0.2923348,-0.05344956,0.1991831,-0.6857907,-0.01932941,-0.1057922,0.04009332,-0.1652611,0.3613328,0.04546103,0.03551237,-0.06331794,1.436271,0.1021096,-0.3870569,-0.0208592,-0.1787424,0.1594171,0.03088433,0.5749288,-0.04084371,-0.01060963,0.008936599
Left180_1,0.3228352,-0.002500542,0.07450148,-0.2189236,0.6501961,-0.03400187,0.1879809,-0.4518854,0.516219,-0.06108577,0.2311596,-0.6145177,0.305042,-0.05201387,0.1918832,-0.6860345,-0.006262237,-0.1238152,0.03773894,-0.1743219,0.3577963,0.04652417,0.06692612,-0.06449649,1.435937,0.09889533,-0.9011503,-0.117719,-0.4530385,-0.1768246,0.0531571,1.570688,-0.05892739,-0.01667738,-0.1607127
Left180_1,0.3397999,-0.003696614,0.07640415,-0.2162664,0.6510847,-0.03215729,0.1915402,-0.4525649,0.5156235,-0.05960077,0.2265322,-0.6163951,0.3012303,-0.05551197,0.1873551,-0.68487,-0.04044241,-0.1319372,0.03667741,-0.1788804,0.3543131,0.04686402,0.08254056,-0.06451885,1.435652,0.09728967,-0.4061006,-0.05307682,-0.2279259,-0.1741603,0.01699254,0.7807221,-0.001118332,-0.01423955,-0.08028299
Left180_1,0.3568186,-0.003389928,0.08018638,-0.2163765,0.6510482,-0.02985394,0.1950837,-0.4555363,0.5130001,-0.05746366,0.2197203,-0.6289739,0.2739969,-0.05571692,0.1847895,-0.6843821,-0.04799828,-0.1380167,0.03607089,-0.1825402,0.3507093,0.0471854,0.0945278,-0.06366838,1.435248,0.09700606,-0.3039747,-0.03032573,-0.18299,-0.1801923,0.01606904,0.5993616,0.04252382,-0.0202179,-0.01418032
Left180_1,0.3737733,-0.00262694,0.0836257,-0.2188188,0.6502314,-0.02881746,0.2032473,-0.4720749,0.4978231,-0.05301937,0.213775,-0.6324108,0.2659683,-0.05626262,0.1815757,-0.6839801,-0.05342141,-0.1441659,0.03529818,-0.1859177,0.3467593,0.04745038,0.105982,-0.0624453,1.434898,0.09671948,-0.3074594,-0.03863536,-0.1688734,-0.1975,0.01324918,0.5727094,0.06115381,-0.01749992,-0.01432896
Left180_1,0.3908003,-0.001465669,0.08644216,-0.2223301,0.6490391,-0.02655318,0.2051346,-0.4748736,0.4951541,-0.04676004,0.2054242,-0.6362552,0.2566357,-0.05705331,0.1775881,-0.6836631,-0.05733621,-0.1504895,0.03431444,-0.1889723,0.3423249,0.04755577,0.1168287,-0.06070243,1.434645,0.09641109,-0.316181,-0.04918724,-0.1527332,-0.2217174,0.005269609,0.5423337,0.08714367,-0.01263022,-0.01541935
Left180_1,0.4077863,-0.003627453,0.098899,-0.2509418,0.6385223,-0.02410316,0.2067286,-0.4758407,0.4942247,-0.04059533,0.1963031,-0.639402,0.2486917,-0.05788844,0.1731352,-0.6836089,-0.05797809,-0.1586234,0.03304473,-0.1927537,0.3372585,0.04742578,0.1276898,-0.0586766,1.434388,0.09629279,-0.4066952,-0.06348565,-0.1890711,-0.2533242,-0.006499887,0.5430576,0.1012916,-0.01285672,-0.005915016
Left180_1,0.4417558,-0.001350926,0.09555102,-0.2373337,0.6437044,-0.01635215,0.2018944,-0.4625911,0.5066478,-0.03082466,0.1814097,-0.6356855,0.2580439,-0.05505215,0.1637455,-0.6849638,-0.03882217,-0.1771988,0.03091208,-0.202953,0.3245943,0.04612906,0.1490288,-0.05378599,1.43375,0.09598702,-0.9287663,-0.1066323,-0.5099609,-0.6332055,-0.06483588,1.066949,0.2445301,-0.03191829,-0.01528859
Left180_1,0.4587461,-0.0004084696,0.09682709,-0.2426833,0.6417066,-0.01310351,0.1980485,-0.4618149,0.5073555,-0.02393394,0.165269,-0.6496004,0.2206849,-0.06518866,0.1539322,-0.6837361,-0.05645672,-0.1840595,0.03048834,-0.2089484,0.3165974,0.0455851,0.1588469,-0.05099496,1.433283,0.09511951,-0.3430359,-0.02118675,-0.2997734,-0.3998458,-0.02719779,0.4909046,0.1395516,-0.02334118,-0.04337542
Left180_1,0.4757498,0.0001472426,0.1014083,-0.2506031,0.6386552,-0.01006123,0.1941779,-0.4612137,0.5079019,-0.01939745,0.1564991,-0.6526738,0.2114225,-0.06777763,0.1468477,-0.6838585,-0.05495761,-0.1913701,0.03079365,-0.2140089,0.308838,0.04520059,0.1664315,-0.04833995,1.432864,0.09431411,-0.3655322,0.0152654,-0.2530247,-0.3879741,-0.01922548,0.3792293,0.1327507,-0.02096295,-0.04027002
Left180_1,0.4927144,0.000791054,0.1070915,-0.2593587,0.63515,-0.008925062,0.19005,-0.4727751,0.4971582,-0.01577896,0.1503525,-0.6541758,0.206728,-0.06995558,0.1401545,-0.6840836,-0.05207945,-0.1992129,0.03165812,-0.2181857,0.301427,0.0446142,0.1721385,-0.04582173,1.432538,0.0935493,-0.3921382,0.04322324,-0.2088398,-0.3705457,-0.0293199,0.2853535,0.1259109,-0.01626611,-0.03824048
Left180_1,0.5097221,0.001461329,0.1090476,-0.2576183,0.6358579,-0.007430935,0.1846952,-0.4752029,0.4948381,-0.01316631,0.1441785,-0.6548285,0.2046513,-0.07530844,0.1304787,-0.6843644,-0.04824913,-0.2078516,0.03298299,-0.2212511,0.2934064,0.04376424,0.1780095,-0.04330641,1.432372,0.09212157,-0.431937,0.06624386,-0.1532689,-0.4010335,-0.04249755,0.2935484,0.1257662,-0.008296967,-0.07138662
Left180_1,0.543718,0.003374575,0.1101319,-0.2491169,0.6392365,-0.003146953,0.1723557,-0.4644468,0.5049472,-0.009583525,0.1321812,-0.6497505,0.2202425,-0.08057962,0.115405,-0.6855479,-0.02657944,-0.2246766,0.03663438,-0.2253862,0.2788889,0.04144364,0.1874413,-0.03894464,1.432394,0.08840842,-0.8412495,0.1825692,-0.2067573,-0.7258728,-0.1160301,0.4715897,0.2180882,0.001084805,-0.1856577
Left180_1,0.5607474,0.00493749,0.1106084,-0.2467498,0.6401539,-0.002919959,0.166947,-0.4693363,0.5004057,-0.009468113,0.1270449,-0.6521673,0.2129797,-0.09486463,0.1033652,-0.6850734,-0.03683575,-0.2314725,0.03876926,-0.2269934,0.2741795,0.04013909,0.1897446,-0.03742386,1.432544,0.08664746,-0.3397934,0.1067441,-0.08035824,-0.2354711,-0.06522741,0.1151651,0.07603914,0.007468462,-0.08804798
Left180_1,0.5777014,0.007594727,0.111246,-0.2497864,0.6389752,-0.003221117,0.1610552,-0.4744547,0.4955557,-0.01419873,0.1216279,-0.6627011,0.1775098,-0.1016229,0.09500691,-0.6852465,-0.03346148,-0.2381041,0.04115818,-0.2276036,0.2709495,0.03802705,0.1883969,-0.03635213,1.432881,0.08498412,-0.3315821,0.119446,-0.03050715,-0.1615003,-0.1056021,-0.0673838,0.05358662,0.01686811,-0.08316673
Left180_1,0.5946916,0.01024947,0.111725,-0.2533833,0.6375574,-0.003866278,0.1538952,-0.4796374,0.490541,-0.0166657,0.1157679,-0.6645911,0.1702978,-0.1089129,0.08668277,-0.6854076,-0.02998136,-0.2446464,0.04369149,-0.2278405,0.2685498,0.03614013,0.1869005,-0.03553857,1.433236,0.08319548,-0.3271118,0.1266657,-0.01184493,-0.1199827,-0.09434614,-0.0748232,0.04067775,0.01777411,-0.0894323
Left180_1,0.611678,0.01212317,0.1107743,-0.2547899,0.6369966,-0.005506738,0.143308,-0.4989446,0.4708894,-0.01959339,0.1099413,-0.6652959,0.1675232,-0.1160229,0.07900804,-0.6856581,-0.02357127,-0.2518149,0.04670953,-0.2284708,0.2676404,0.03396318,0.1830326,-0.03472663,1.433671,0.08129609,-0.3584273,0.150902,-0.03151968,-0.04547089,-0.1088476,-0.1933932,0.04059691,0.02171397,-0.0949692
Left180_1,0.628692,0.01437502,0.1150621,-0.2721245,0.6297863,-0.004731543,0.1332694,-0.5024043,0.4671964,-0.02305044,0.1042413,-0.6653495,0.1673104,-0.1234743,0.0718936,-0.6858773,-0.01597252,-0.2591199,0.05002186,-0.2293549,0.2676308,0.03192475,0.1782252,-0.03398103,1.434106,0.07934365,-0.3652498,0.1656162,-0.04420429,-0.0004827976,-0.1019211,-0.2403699,0.0372801,0.02177358,-0.09762198
Left180_1,0.6626891,0.01995543,0.1020166,-0.2455591,0.6406117,0.001443841,0.1101235,-0.4868413,0.4833924,-0.02334752,0.08893913,-0.6574449,0.1960837,-0.1366188,0.06038851,-0.6857337,0.02126072,-0.2758637,0.058385,-0.2336451,0.269966,0.02815225,0.1610548,-0.03278925,1.435107,0.07328886,-0.8371919,0.418157,-0.2145067,0.116761,-0.1886252,-0.8585207,0.05958918,0.0500381,-0.3027398
Left180_1,0.6796383,0.02216933,0.09944392,-0.2426021,0.6417373,0.002903449,0.09636039,-0.4896789,0.4805175,-0.02679468,0.08256121,-0.6561028,0.2005282,-0.1635541,0.05203276,-0.6856371,0.02417661,-0.283664,0.06132213,-0.2347535,0.2701096,0.02859204,0.1529631,-0.03125826,1.435545,0.07060912,-0.3900155,0.1468567,-0.0554204,0.00718087,0.02198927,-0.4045837,0.07654931,0.02192855,-0.1339871
Left180_1,0.6965868,0.0240722,0.09692801,-0.2401404,0.6426626,0.00300152,0.08332273,-0.4934944,0.4765983,-0.04039194,0.07632805,-0.6595008,0.1890536,-0.1740668,0.04701743,-0.6851245,0.03587521,-0.2910656,0.06386521,-0.2354934,0.2699983,0.0300028,0.1451824,-0.02950486,1.435936,0.06807242,-0.3700763,0.1271542,-0.0369966,-0.005567074,0.07053847,-0.3890358,0.08767005,0.01951456,-0.126835
Left180_1,0.7135356,0.02454943,0.08797024,-0.2312159,0.6459271,0.0019471,0.06187558,-0.5147958,0.4535061,-0.04663317,0.0671109,-0.6566778,0.1986379,-0.1891971,0.04143,-0.6845336,0.04578575,-0.2998593,0.06487186,-0.2340055,0.2718089,0.03527707,0.1334645,-0.02644381,1.436242,0.06779886,-0.4396871,0.05033202,0.07439628,0.09053349,0.2637134,-0.5858958,0.1530526,0.01533628,-0.01367778
Left180_1,0.7306692,0.02421624,0.07805353,-0.2216107,0.6492851,0.0006858419,0.04718005,-0.5150576,0.4532089,-0.05299736,0.05735438,-0.6530056,0.2103958,-0.2051483,0.03632402,-0.6837398,0.05641456,-0.3083433,0.06582391,-0.2318842,0.2730738,0.041851,0.1203631,-0.02299373,1.436457,0.06806125,-0.4241988,0.04760288,0.1060665,0.06324351,0.3286962,-0.6550692,0.172504,0.01074672,0.01311973
Left180_1,0.7476942,0.02176075,0.07161899,-0.2358448,0.6442513,-0.0003266984,0.03792904,-0.5178513,0.4500138,-0.06310446,0.04868998,-0.6524012,0.2122622,-0.2173495,0.03173342,-0.683183,0.06279749,-0.3134789,0.06881993,-0.2331017,0.2720942,0.04357341,0.1123778,-0.02134854,1.436344,0.06898726,-0.2567798,0.149801,-0.06087944,-0.04897714,0.08612089,-0.3992651,0.08225954,-0.005680323,0.04630014
Left180_1,0.7816179,0.0181845,0.05854227,-0.2303054,0.6462522,-0.003671155,0.02394711,-0.5131859,0.4553271,-0.07630926,0.03539788,-0.6484079,0.2241645,-0.2314254,0.02558788,-0.6813489,0.08028897,-0.3235584,0.07561588,-0.2365961,0.2686801,0.04473743,0.09909721,-0.0178344,1.436242,0.07040943,-0.5039781,0.3397971,-0.1747176,-0.1707092,0.05820096,-0.6640289,0.1757069,-0.005090237,0.07110871
Left180_1,0.7986311,0.01520105,0.05389629,-0.2374937,0.6436453,-0.006031576,0.01918904,-0.5171549,0.4508141,-0.09572877,0.02913638,-0.6524789,0.212023,-0.25371,0.02382505,-0.6815032,0.07896774,-0.3291315,0.07910021,-0.2382573,0.2666735,0.04498978,0.09296486,-0.01555128,1.436332,0.07070009,-0.2786547,0.1742169,-0.08305907,-0.100328,0.01261756,-0.3066175,0.1141558,0.004500151,0.0145331
Left180_1,0.815664,0.01039067,0.04912564,-0.24111,0.6422994,-0.01098259,0.01480008,-0.5203223,0.4471547,-0.1076339,0.02464015,-0.6503975,0.2183242,-0.269257,0.02451585,-0.680204,0.08947133,-0.3375288,0.08250736,-0.2370199,0.2630706,0.04606928,0.08422638,-0.01112831,1.436444,0.07199953,-0.4198641,0.1703572,0.06186664,-0.1801431,0.05397499,-0.436924,0.2211488,0.005584955,0.06497167
Left180_1,0.832702,0.005140548,0.04430929,-0.2442397,0.641116,-0.0203134,0.01226062,-0.5414049,0.4213826,-0.1199862,0.0207385,-0.6480213,0.2252795,-0.2845812,0.02628843,-0.6786606,0.1005107,-0.3460653,0.08601179,-0.2354115,0.259259,0.04737349,0.07541764,-0.006487044,1.436501,0.07330968,-0.4268214,0.1752216,0.08042008,-0.1905829,0.06521028,-0.440437,0.2320633,0.002861023,0.06550774
Left180_1,0.8496497,0.0006209093,0.0394677,-0.2473802,0.6399105,-0.02617407,0.009475254,-0.5436134,0.4185297,-0.1307785,0.0180965,-0.6453744,0.232754,-0.2957473,0.02995591,-0.6768574,0.1120123,-0.3522294,0.08806958,-0.2322121,0.255897,0.0476702,0.06797232,-0.003183736,1.436618,0.0738488,-0.3082097,0.1028895,0.1599699,-0.1680985,0.01483541,-0.372266,0.1651654,0.005859137,0.02695583
Left180_1,0.8836457,-0.008009566,0.02750288,-0.2545263,0.6371019,-0.03482684,0.003159406,-0.5330704,0.4318778,-0.1436643,0.01504999,-0.6359512,0.2573885,-0.3080528,0.03768369,-0.6712795,0.1416553,-0.3641695,0.09212032,-0.2266329,0.249907,0.0478184,0.05336684,0.003716584,1.436883,0.07468724,-0.5970016,0.202537,0.2789631,-0.2995007,0.007410161,-0.7302737,0.345016,0.01324415,0.04192218
Left180_1,0.9006187,-0.01224417,0.01985031,-0.2590712,0.6352674,-0.04107988,0.001230102,-0.5331085,0.4318311,-0.161101,0.01717162,-0.6326944,0.2652934,-0.3235122,0.04419494,-0.669834,0.1483416,-0.3701248,0.09411379,-0.2241961,0.2471789,0.04757369,0.04619902,0.007402956,1.436987,0.074955,-0.2977684,0.09967349,0.1218371,-0.136403,-0.01223534,-0.358391,0.1843186,0.005185604,0.01338795
Left180_1,0.9176449,-0.01663397,0.009339524,-0.2652462,0.632714,-0.04763791,-0.0007670539,-0.5326693,0.4323724,-0.1904894,0.02132658,-0.6327896,0.2650659,-0.3289787,0.04985239,-0.6668436,0.1612522,-0.3772417,0.09748248,-0.2209047,0.2432309,0.04524413,0.03801831,0.01358577,1.437129,0.07530842,-0.3558427,0.1684345,0.1645699,-0.1974039,-0.1164783,-0.4090358,0.3091405,0.007104874,0.01767091
Left180_1,0.9345925,-0.02159262,-0.0004994511,-0.2722764,0.6297206,-0.05430201,-0.002078239,-0.5320126,0.4331803,-0.2030747,0.02260067,-0.6292261,0.2734176,-0.3348112,0.05562288,-0.6638837,0.1730355,-0.3838616,0.1005284,-0.2173305,0.2394581,0.04314716,0.03023349,0.01937865,1.437259,0.07545492,-0.330995,0.1522962,0.1787126,-0.1886398,-0.1048485,-0.3892408,0.2896444,0.006526709,0.007325038
Left180_1,0.9516121,-0.0252921,-0.007030363,-0.2834589,0.6247671,-0.06821425,0.002435745,-0.5436379,0.4184979,-0.2169269,0.028219,-0.6290565,0.2738077,-0.3408568,0.06168726,-0.6623918,0.178661,-0.3857527,0.1001194,-0.2128553,0.2390351,0.04240161,0.02469407,0.02068797,1.43798,0.07503606,-0.09455383,-0.02045222,0.2237611,-0.02115071,-0.03727749,-0.2769712,0.06546555,0.03601909,-0.02094321
Left180_1,0.9686699,-0.03099817,-0.01839703,-0.320019,0.6068528,-0.0745465,0.003761355,-0.5432158,0.4190458,-0.2305484,0.03459636,-0.6288635,0.2742506,-0.3463098,0.068064,-0.6607141,0.1847685,-0.3875591,0.09950136,-0.2081022,0.238802,0.04163577,0.01927444,0.0220174,1.438645,0.07479481,-0.09032041,-0.03090017,0.2376549,-0.01165494,-0.0382917,-0.2709814,0.06647157,0.03328919,-0.01206249
Left180_1,1.002626,-0.0323135,-0.02311843,-0.3147389,0.6096082,-0.0786097,0.005899921,-0.5316124,0.4336715,-0.2382491,0.04474305,-0.6199592,0.293825,-0.347366,0.08183523,-0.6539367,0.207484,-0.3922062,0.09679601,-0.198979,0.2400069,0.03952329,0.006887471,0.02439448,1.439786,0.07407913,-0.2323553,-0.1352672,0.4561588,0.06024688,-0.1056241,-0.6193485,0.1188541,0.05704761,-0.03578402
Left180_1,1.019614,-0.03221064,-0.02538021,-0.3138564,0.6100628,-0.08651134,0.007910614,-0.5270328,0.4392255,-0.246188,0.05274978,-0.6148593,0.3043529,-0.3571216,0.0915255,-0.6531881,0.2098282,-0.3958258,0.09647889,-0.1918689,0.2397036,0.03800888,-0.0009379843,0.02676263,1.44071,0.07066691,-0.1809791,-0.01585595,0.3555022,-0.01516268,-0.07572081,-0.3912728,0.1184078,0.0461638,-0.1706108
Left180_1,1.036552,-0.03203886,-0.0265687,-0.3125593,0.6107284,-0.09554511,0.01050379,-0.5225617,0.4445355,-0.2626946,0.06487661,-0.6120312,0.3100005,-0.3598451,0.1002446,-0.6493173,0.2215172,-0.3990357,0.09605142,-0.1844816,0.2392656,0.03661393,-0.008401897,0.02906204,1.441478,0.067575,-0.1604959,-0.02137385,0.3693692,-0.02190322,-0.06974749,-0.3731956,0.1149702,0.03843307,-0.1545954
Left180_1,1.053573,-0.03118422,-0.02641913,-0.3097055,0.6121805,-0.1105596,0.01652367,-0.5248833,0.4417918,-0.2704579,0.07523948,-0.6053702,0.3228149,-0.3600259,0.1096223,-0.6433735,0.2382295,-0.4012446,0.09562842,-0.1766288,0.2384349,0.03530065,-0.01470971,0.03148773,1.441828,0.06608239,-0.1104474,-0.02114996,0.3926396,-0.04153177,-0.06566383,-0.3153908,0.1212846,0.01748204,-0.0746306
Left180_1,1.070554,-0.0311469,-0.02558922,-0.3106385,0.6117077,-0.1167538,0.02034298,-0.5181065,0.4497201,-0.2771562,0.08630121,-0.5984164,0.3355302,-0.3593875,0.1192078,-0.6370096,0.2547576,-0.4032008,0.09511013,-0.1687967,0.2379206,0.03413544,-0.02103343,0.033673,1.442149,0.0647022,-0.09780973,-0.02591424,0.391604,-0.02571717,-0.05826037,-0.316186,0.1092635,0.01603365,-0.06900951
Left180_1,1.087549,-0.03340343,-0.02087509,-0.337042,0.5975661,-0.1220984,0.0253823,-0.5110328,0.4577422,-0.2798608,0.0979924,-0.5909349,0.3485379,-0.3570396,0.1295172,-0.630169,0.2712371,-0.404843,0.09435316,-0.161277,0.2385329,0.0333386,-0.02770372,0.03518476,1.442426,0.0639341,-0.08210689,-0.03784858,0.3759824,0.03061295,-0.03984198,-0.3335142,0.075588,0.01388192,-0.03840476
Left180_1,1.121499,-0.03132646,-0.01555188,-0.3173298,0.6082635,-0.122617,0.0362405,-0.4877538,0.4824716,-0.2748535,0.120769,-0.57082,0.3805878,-0.350376,0.152856,-0.6145527,0.3049715,-0.4089083,0.09208082,-0.1443502,0.2382648,0.03102406,-0.03865737,0.04048141,1.442948,0.06187014,-0.2032667,-0.1136169,0.8463435,-0.01340508,-0.1157272,-0.5476826,0.2648324,0.02606511,-0.1031984
Left180_1,1.13851,-0.03093855,-0.009493198,-0.3144045,0.6097807,-0.1258072,0.04515958,-0.4787666,0.4913913,-0.2790289,0.1400832,-0.5642231,0.3903013,-0.3459653,0.1665424,-0.605444,0.3226765,-0.4105461,0.09033465,-0.1338797,0.2372304,0.02900435,-0.0428782,0.0442596,1.443277,0.05970833,-0.08188784,-0.08730888,0.5235225,-0.05171522,-0.1009855,-0.2110414,0.1889097,0.0164628,-0.10809
